,Fuel Type Code,Station Name,State,ZIP,Latitude,Longitude
156,ELEC,LADWP - Truesdale Center,CA,91352,34.2483191527193,-118.3879713743439
157,ELEC,LADWP - West LA District Office,CA,90024,34.052542,-118.448504
158,ELEC,Los Angeles Convention Center,CA,90015,34.040539,-118.271387
159,ELEC,LADWP - John Ferraro Building,CA,90012,34.059133,-118.248589
160,ELEC,LADWP - Haynes Power Plant,CA,90803,33.759802,-118.096665
161,ELEC,LADWP - Harbor Generating Station,CA,90744,33.770508,-118.265628
162,ELEC,LADWP - Sylmar West,CA,91342,34.30309,-118.480505
163,ELEC,LADWP - EV Service Center,CA,90012,34.066801,-118.227605
164,ELEC,LADWP - Fairfax Center,CA,90016,34.036777,-118.368841
165,ELEC,California Air Resources Board,CA,91731,34.06872,-118.064
166,ELEC,LADWP - Palmetto Center,CA,90013,34.039736,-118.236065
170,ELEC,Scripps Green Hospital,CA,92037,32.89947,-117.243
171,ELEC,Galpin Motors,CA,91343,34.221665,-118.468371
172,ELEC,Galleria at Tyler,CA,92503,33.909914,-117.459053
173,ELEC,City of Pasadena - Holly Street Garage,CA,91103,34.14762,-118.147111
174,ELEC,City of Pasadena - De Lacey Garage,CA,91105,34.145138,-118.152655
175,ELEC,City of Pasadena - Schoolhouse Garage,CA,91105,34.145119,-118.150133
176,ELEC,Pasadena Hilton,CA,91101,34.142973,-118.140553
188,ELEC,Hyatt Regency Long Beach,CA,90802,33.7637,-118.192
189,ELEC,Los Angeles International Airport (LAX) - Lot 6,CA,90045,33.94325,-118.403342
190,ELEC,Northride Fashion Center,CA,91324,34.241116,-118.556708
191,ELEC,Ontario Airport Hotel and Conference Center,CA,91764,34.07122,-117.575
192,ELEC,Courtyard Marriott - Oxnard Ventura,CA,93030,34.228315,-119.170865
193,ELEC,Hilton - Palm Springs,CA,92262,33.824004,-116.543589
194,ELEC,East Bay Mini,CA,94588,37.700187,-121.876172
195,ELEC,Inland Empire Foods,CA,92509,34.0189,-117.38
196,ELEC,Sacramento International Airport - Daily A Lot,CA,95837,38.69005,-121.58889
197,ELEC,City of Santa Monica - Airport,CA,90405,34.017081,-118.44704
198,ELEC,City of Santa Monica - Pier,CA,90405,34.010021,-118.49583
199,ELEC,Westfield Fashion Square,CA,91423,34.156839,-118.434454
200,ELEC,Van Nuys Amtrak/Metrolink Station,CA,91405,34.21108,-118.448704
201,ELEC,Office Max - Home Depot,CA,90241,33.94756,-118.153806
202,ELEC,Hyatt at Fisherman's Wharf,CA,94133,37.80619,-122.4152
203,ELEC,Arden Fair Mall,CA,95815,38.599693,-121.427045
689,ELEC,Palace Hotel,CA,94105,37.78881,-122.401
690,ELEC,Mark Hopkins InterContinental Hotel,CA,94108,37.791791,-122.411265
691,ELEC,Hotel Sofitel,CA,90048,34.076264,-118.377527
692,ELEC,Music Center Parking - Level 2,CA,90012,34.057657,-118.24789
693,ELEC,Balboa Golf Course,CA,91436,34.169242,-118.497212
694,ELEC,California State University - Northridge,CA,91330,34.248959,-118.523887
695,ELEC,California State University - Northridge,CA,91330,34.241687,-118.528543
696,ELEC,California State University - Northridge,CA,91330,34.236853,-118.532588
697,ELEC,Northridge Metrolink Station,CA,91324,34.229277,-118.544827
698,ELEC,Los Angeles Harbor Department Headquarters,CA,90731,33.740758,-118.28192
699,ELEC,Sylmar Metrolink Station,CA,91342,34.2924134,-118.4497914
700,ELEC,Getty Center,CA,90049,34.077588,-118.474585
707,ELEC,Los Angeles County - Arboretum,CA,91007,34.145528,-118.050548
709,ELEC,City of Glendora - City Hall,CA,91741,34.13556,-117.864
710,ELEC,DoubleTree Hotel - Los Angeles - Westside,CA,90230,33.9826,-118.3966
711,ELEC,Helms Bakery Building,CA,90034,34.029971,-118.385231
712,ELEC,Westfield MainPlace Mall,CA,92705,33.777054,-117.870566
713,ELEC,California State University - Channel Islands,CA,93012,34.16657601660278,-119.0458546627045
714,ELEC,Brea Downtown Parking,CA,92821,33.919899,-117.898618
715,ELEC,Home Depot,CA,91320,34.192178,-118.934793
716,ELEC,Lake Casitas Municipal Water District - Recreational Area,CA,93022,34.418322,-119.3368
717,ELEC,San Dimas Park & Ride,CA,91773,34.105275,-117.809208
718,ELEC,City of Pasadena - El Molino Lot,CA,91101,34.147709,-118.136621
719,ELEC,Ventura County Government Center,CA,93009,34.267352,-119.2124
720,ELEC,Ventura County Air Pollution Control District,CA,93003,34.268756,-119.2154
721,ELEC,Pacific View Mall,CA,93003,34.268,-119.2492
722,ELEC,LADWP - Scattergood Generating Facility,CA,90293,33.917593,-118.425334
723,ELEC,Los Angeles Department of Public Works - Baldwin Park Construction Permit Office,CA,91706,34.089085,-117.95463
724,ELEC,Los Angeles Department of Public Works - Imperial Maintenance Yard,CA,90280,33.930663,-118.175758
726,ELEC,University of California - Davis Extension - Lot 80,CA,95616,38.539336,-121.732405
727,ELEC,San Luis Obispo County Air Pollution Control District,CA,93401,35.25939,-120.64492
739,ELEC,Soquel & Front Garage,CA,95061,36.973393,-122.024849
843,ELEC,LADWP - Wilmington District Yard,CA,90744,33.773005,-118.265821
861,ELEC,Fair Oaks - Orangevale - Community Library,CA,95628,38.66292,-121.2634
862,ELEC,Sutter Galleria Mall - University of California - Davis Extension,CA,95816,38.57277,-121.467902
863,ELEC,North Highlands Library,CA,95843,38.7042,-121.365
864,ELEC,Gateway Oaks Metro Center,CA,95833,38.615468,-121.517263
865,ELEC,University of California - Davis - Medical Center,CA,95817,38.552483,-121.4487
866,ELEC,City of Sacramento - Belle Cooledge Library,CA,95822,38.524403,-121.5112
867,ELEC,Mosquito Road Park and Ride,CA,95667,38.73323,-120.78962
868,ELEC,City of Vacaville - Cultural Center,CA,95687,38.356027,-121.9628
869,ELEC,Stars Recreation Center,CA,95688,38.36557,-121.967
870,ELEC,City of Vacaville - Regional Transport Center,CA,95688,38.35172,-121.987
871,ELEC,Office of Housing & Redevelopment,CA,95688,38.356907,-122.001886
872,ELEC,KUIC Radio - Parking Lot,CA,95688,38.355867,-121.9862
873,ELEC,City of Vacaville - City Hall,CA,95688,38.351758,-121.994475
874,ELEC,Citrus Heights City Hall,CA,95621,38.682605,-121.297614
875,ELEC,El Dorado County Government Center,CA,95667,38.72799,-120.828
876,ELEC,El Dorado Transit Park & Ride,CA,95762,38.6476,-121.067
877,ELEC,Elk Grove Kia,CA,95758,38.40553,-121.391
878,ELEC,CVS Pharmacy,CA,95746,38.74453,-121.17
885,ELEC,Carmichael Library,CA,95608,38.618066,-121.334337
978,ELEC,Rio Vista City Hall,CA,94571,38.15485,-121.69
979,ELEC,Fairfield City Hall,CA,94533,38.25281,-122.044229
980,ELEC,Solano Community College,CA,94534,38.23723,-122.123
1037,ELEC,Los Angeles International Airport (LAX) - Lot 1,CA,90045,33.944761,-118.399767
1504,ELEC,Southern California Edison - Sacramento Office,CA,95831,38.578568,-121.491058
1528,ELEC,Burlington International Airport,VT,05403,44.469281,-73.154972
1584,ELEC,LADWP - Boylston,CA,90026,34.059047,-118.256812
1585,ELEC,LADWP - Central District,CA,90015,34.033898,-118.256673
1586,ELEC,LADWP - Lincoln Heights District,CA,90031,34.081998,-118.21713
1587,ELEC,LADWP - Receiving Station C,CA,90744,33.799476,-118.257977
1588,ELEC,LADWP - Valley Center Admin Lot,CA,91405,34.208708,-118.444358
1589,ELEC,LADWP - Valley Generating Station,CA,91352,34.241928,-118.390147
1630,ELEC,City of Lacey - City Hall Parking,WA,98503,47.044011,-122.822404
1635,ELEC,Oregon Museum of Science and Industry (OMSI) - South Parking Lot,OR,97214,45.508396,-122.664667
1672,ELEC,City of Ukiah - Public Parking Lot,CA,95482,39.15,-123.2091
1673,ELEC,Nut Tree Village,CA,95688,38.368755,-121.961192
1674,ELEC,Placer County Community Development Resource Center,CA,95603,38.9412492,-121.1054805
1675,ELEC,4th and G Plaza Public Parking Garage,CA,95616,38.54643,-121.7388
1676,ELEC,Davis Amtrak Station,CA,95616,38.5443,-121.738
1677,ELEC,University of California - Davis - Quad Parking Structure,CA,95616,38.544538,-121.749713
1678,ELEC,University Covenant Church,CA,95618,38.55755,-121.6947
1679,ELEC,Wildhorse Golf Club,CA,95618,38.569412,-121.721373
1680,ELEC,Lakewood Center Mall,CA,90712,33.84788,-118.13889
1700,ELEC,Golden Gate Ferry Terminal,CA,94939,37.94495,-122.5096
1701,ELEC,Oakland International Airport - Daily Lot,CA,94621,37.7136,-122.2087
1763,ELEC,City of Champaign - Hill Street Parking Deck,IL,61820,40.119161,-88.244185
1780,ELEC,Discovery Center of Idaho,ID,83702,43.608009,-116.197968
1941,ELEC,Nike - LA Garage,OR,97006,45.508795,-122.8249
1990,ELEC,Fairfield Transportation Center,CA,94533,38.2482,-122.0678
1991,ELEC,San Francisco City Hall,CA,94102,37.77913,-122.418
2017,ELEC,LINCOLN CITY TAFT DUAL 1,OR,97367,44.928439,-124.015824
2018,ELEC,OUC RELIABLE 01,FL,32801,28.535975,-81.379663
2019,ELEC,MGE WILLY ST E,WI,53703,43.083979,-89.363091
2061,ELEC,LBCC  LBCC DUAL 2,OR,97321,44.586123,-123.115389
2084,ELEC,OEG,OR,97210,45.545898,-122.707102
2085,ELEC,Home Depot,CA,93405,35.249929,-120.689683
2086,ELEC,San Luis Obispo Promenade - Bed Bath & Beyond,CA,93401,35.25982,-120.676
2087,ELEC,New York State Energy Research Development Authority - Headquarters,NY,12203,42.702424,-73.857693
2111,ELEC,Avista Corp,WA,99252,47.673347,-117.388933
2112,ELEC,Steam Plant Grill,WA,99201,47.654998,-117.425025
2180,ELEC,Kum & Go #4110,IA,50317,41.615759,-93.57875
2181,ELEC,Kum & Go #570,IA,50131,41.682385,-93.698315
2247,ELEC,TUCSON RENTAL OFF NETWORK 1,AZ,85748,32.236156,-110.781792
2248,ELEC,Element Hotels - Ewing,NJ,08628,40.286518,-74.807516
2249,ELEC,Lane Community College,OR,97405,44.009797,-123.033213
2250,ELEC,BROOKFIELD PROP 300 CLAY STAT1,TX,77002,29.756604,-95.372854
2280,ELEC,Goleta Mechanics Bank,CA,93117,34.44198,-119.829553
2281,ELEC,INTERPARK 50 EAST OHIO 2,IL,60611,41.892757,-87.626038
2284,ELEC,City of Spartanburg - Municipal Parking Garage,SC,29306,34.950136,-81.93279
2285,ELEC,City of Spartanburg - Municipal Parking Garage,SC,29306,34.951926,-81.931714
2286,ELEC,City of Union Town Hall,SC,29379,34.715982,-81.624616
2332,ELEC,Whole Foods Market,CT,06824,41.157925,-73.240315
2333,ELEC,Propark America - Omni Hotel Chapel Square Garage,CT,06510,41.305794,-72.927405
2334,ELEC,City of New Haven - Air Rights Garage,CT,06511,41.305265,-72.934141
2335,ELEC,City of New Haven - Temple Street Garage,CT,06510,41.304245,-72.928369
2336,ELEC,New London Parking Authority - Water Street Public Parking Garage,CT,06320,41.355486,-72.093784
2337,ELEC,Town of Westport - Westport Metro North,CT,06880,41.119291,-73.369266
2338,ELEC,Park 'N Fly - Bradley International Airport,CT,06078,41.951328,-72.663078
2339,ELEC,GATEWAYKENOSHA  HORIZON MAINLOT,WI,53144,42.592469,-87.915847
2340,ELEC,MGE GREENWAY STAT,WI,53562,43.091229,-89.52884
2342,ELEC,Spinx #149,SC,29206,34.042116,-80.939041
2343,ELEC,Baker Electric Building,OH,44103,41.503373,-81.639054
2344,ELEC,McDonald's,WV,25703,38.417603,-82.456866
2363,ELEC,OUC OC BARNETT 1,FL,32808,28.560572,-81.441748
2364,ELEC,OUC OC MARKS ST 01,FL,32803,28.556879,-81.377632
2365,ELEC,OUC OUC OCCC 03,FL,32819,28.429015,-81.458938
2366,ELEC,OUC OC W LIBRARY 01,FL,32811,28.528024,-81.44774
2367,ELEC,OUC OC MED EXAM 01,FL,32806,28.512494,-81.351919
2368,ELEC,French Gerleman,MO,63146,38.694036,-90.4218
2369,ELEC,HILLSBORO OR MAIN ST 1,OR,97123,45.522609,-122.988535
2370,ELEC,HILLSBORO OR EV-8,OR,97123,45.520533,-122.978089
2371,ELEC,BELLEVUE BELLEVUE CH 1,WA,98004,47.614744,-122.193162
2395,ELEC,Oregon Museum of Science and Industry (OMSI) - North Parking Lot,OR,97214,45.509326,-122.666392
2396,ELEC,Liberty Park,UT,84119,40.74686,-111.876
2397,ELEC,Salt Lake City Main Library,UT,84111,40.759561,-111.883924
2398,ELEC,The Evergreen State College,WA,98505,47.071917,-122.976675
2399,ELEC,The Hartford Financial Services Group - Lot 4,CT,06105,41.770428,-72.687141
2400,ELEC,The Hartford Financial Services Group,CT,06095,41.879631,-72.729919
2401,ELEC,JCCC MTC,KS,66210,38.92591,-94.72819
2403,ELEC,Courtyard Marriott - Hadley Amherst,MA,01035,42.36262,-72.5395
2404,ELEC,City of Delray Beach - Banker's Row Parking Lot,FL,33444,26.465314,-80.07219
2422,ELEC,KING COUNTY DOT ISSAQUAH P&R 2,WA,98027,47.545324,-122.0195
2423,ELEC,King County - King County Van Distribution Center,WA,98052,47.675897,-122.091237
2424,ELEC,Eversource,CT,06106,41.765253,-72.671569
2425,ELEC,SEAPORT GARAGE EAST GARAGE2 P1,MA,02210,42.349249,-71.041557
2426,ELEC,City of Columbia - Cannon Garage,SC,29201,34.00741493349311,-81.03480060447691
2427,ELEC,City of Columbia - Washington Street Garage,SC,29201,34.003323,-81.035693
2428,ELEC,City of Columbia - Arsenal Hill Garage,SC,29201,34.008409,-81.041802
2429,ELEC,City of Columbia - Lincoln Street Garage,SC,29201,34.002255,-81.040219
2430,ELEC,Greenville Zoo,SC,29601,34.84709,-82.387269
2431,ELEC,City of Greenville - Poinsett Garage,SC,29601,34.849724,-82.400667
2432,ELEC,City of Greenville - Spring Street Garage,SC,29601,34.849889,-82.397797
2433,ELEC,City of Greenville - Church Street Garage,SC,29601,34.852754,-82.393113
2434,ELEC,City of Columbia - Park Street Garage,SC,29201,33.997786,-81.036161
2435,ELEC,City of Greenville - Commons Garage,SC,29601,34.852789,-82.396195
2436,ELEC,City of Greenville - Liberty Square Garage,SC,29601,34.85335,-82.394826
2437,ELEC,City of Greenville - Richardson Garage,SC,29601,34.852437,-82.399901
2438,ELEC,City of Rock Hill - Municipal Garage,SC,29730,34.925782,-81.028444
2439,ELEC,Timken Sports Complex,SC,29379,34.716556,-81.648482
2440,ELEC,Lockhart Power,SC,29364,34.77993955183312,-81.4573590734024
2442,ELEC,Toyota of Santa Monica,CA,90401,34.019875,-118.49151
2464,ELEC,Parc 55 Hotel,CA,94102,37.784871,-122.408991
2465,ELEC,Beach & Hyde Garage,CA,94109,37.806798,-122.419488
2466,ELEC,City of Santa Monica - Civic Parking Garage,CA,90401,34.010528,-118.4898
2467,ELEC,Denver International Airport - Canopy Airport Parking,CO,80022,39.843886,-104.771138
2468,ELEC,Town of Superior - Town Hall,CO,80027,39.953798,-105.166116
2469,ELEC,Charles Hotel - Harvard Square,MA,02138,42.372442,-71.122882
2476,ELEC,Town of Dyer - Town Hall,IN,46311,41.492057,-87.522819
2477,ELEC,Peaches Bed & Breakfast,MI,49503,42.962078,-85.659019
2478,ELEC,ComEd,IL,60618,41.94629288,-87.69982
2479,ELEC,ComEd,IL,60652,41.75497055,-87.71321
2480,ELEC,City Hall Annex - Town of Normal,IL,61761,40.507796,-88.982897
2481,ELEC,College Avenue Parking Deck,IL,61761,40.511172,-88.984985
2482,ELEC,State of Illinois - Governor's Mansion,IL,62703,39.79628,-89.6504
2483,ELEC,Duke Energy,IN,46168,39.70909,-86.3894
2484,ELEC,MCDONALD SWLA CHARGE AT MCD 1,LA,70601,30.198704,-93.212318
2485,ELEC,3M,MN,55117,44.95121,-92.9952
2486,ELEC,UWB CASCADIA CC NORTH LEVEL 3 N,WA,98011,47.761878,-122.191915
2487,ELEC,CITY OF REDMOND CITY HALL DUAL,WA,98052,47.679224,-122.12995
2488,ELEC,CITY OF REDMOND MOC #1 PUBLIC,WA,98052,47.672359,-122.099034
2489,ELEC,WILLOWS LODGE WILLOWS #2,WA,98072,47.734211,-122.147041
2490,ELEC,MGE PINNACLE HEALTH,WI,53719,43.011411,-89.459112
2491,ELEC,MGE WILLY ST W,WI,53562,43.096636,-89.500008
2492,ELEC,City of Raleigh - Municipal Building,NC,27601,35.778416,-78.64347
2493,ELEC,City of Raleigh - Downtown,NC,27601,35.77435,-78.642287
2495,ELEC,Missouri University of Science and Technology - E3 Commons,MO,65401,37.958953,-91.779289
2496,ELEC,Clay Cooley Nissan,TX,78745,30.206145,-97.759109
2530,ELEC,Eversource Energy Park,NH,03101,42.999265,-71.467911
2531,ELEC,Super 8 - Ukiah,CA,95482,39.1458,-123.198497
2532,ELEC,KEMET Corp,SC,29681,34.749177,-82.279741
2533,ELEC,Hotel Floyd,VA,24091,36.910575,-80.31736
2534,ELEC,Virginia Commonwealth University (VCU) - West Broad Street Parking Deck,VA,23284,37.551409,-77.45233
2535,ELEC,Virginia Commonwealth University (VCU) - N-Deck Parking Deck,VA,23298,37.543387,-77.42953
2554,ELEC,Oak Ridge Nissan,TN,37830,36.010279,-84.268049
2555,ELEC,Newton Nissan South,TN,37160,35.558371,-86.448276
2556,ELEC,McGavock Nissan - Abilene,TX,79606,32.408909,-99.771463
2557,ELEC,McGavock Nissan - Amarillo,TX,79119,35.159354,-101.938937
2558,ELEC,Don Davis Nissan,TX,76018,32.676458,-97.087169
2559,ELEC,Town North Nissan,TX,78758,30.374542,-97.731445
2560,ELEC,Baytown Nissan,TX,77521,29.80725299717069,-94.97383364868772
2561,ELEC,Mike Smith Nissan,TX,77701,30.062535,-94.133511
2562,ELEC,Grubbs Nissan,TX,76022,32.839339,-97.160994
2563,ELEC,Douglass Nissan,TX,77845,30.639201,-96.30671
2564,ELEC,Ed Hicks Nissan,TX,78415,27.73082,-97.416019
2565,ELEC,Clay Cooley Nissan,TX,75237,32.646784,-96.863492
2566,ELEC,Classic Nissan,TX,75020,33.775328,-96.58308
2567,ELEC,Casa Nissan,TX,79925,31.783928,-106.417267
2568,ELEC,Viva Nissan,TX,79936,31.724024,-106.302211
2569,ELEC,Nissan of Fort Worth,TX,76116,32.721585,-97.478539
2570,ELEC,Texas Nissan of Grapevine,TX,76051,32.928183,-97.09448
2571,ELEC,Charlie Clark Nissan,TX,78552,26.186259,-97.734663
2572,ELEC,Baker Nissan North,TX,77065,29.913418,-95.611942
2573,ELEC,Central Houston Nissan,TX,77054,29.676558,-95.422537
2574,ELEC,McDavid Nissan,TX,77034,29.625565,-95.22531
2575,ELEC,Mossy Nissan,TX,77079,29.785494,-95.60022
2576,ELEC,Tom Peacock Nissan,TX,77090,29.990205,-95.423096
2577,ELEC,Robbins Nissan,TX,77338,29.990275,-95.275606
2578,ELEC,Clay Cooley Nissan,TX,75062,32.849437,-96.914294
2579,ELEC,Katy Nissan,TX,77494,29.775354,-95.817237
2580,ELEC,Bates Nissan,TX,76543,31.078549,-97.692745
2581,ELEC,Sames Kingsville Nissan,TX,78363,27.492086,-97.84753
2582,ELEC,Family Nissan of Laredo,TX,78041,27.528418,-99.458211
2583,ELEC,Clear Lake Nissan,TX,77573,29.484543,-95.10255
2584,ELEC,AutoNation Nissan - Lewisville,TX,75067,33.022937,-96.988337
2585,ELEC,Patterson Nissan - Longview,TX,75605,32.553772,-94.727241
2586,ELEC,McGavock Nissan,TX,79424,33.535048,-101.958266
2587,ELEC,Nissan of McKinney,TX,75069,33.161606,-96.644662
2588,ELEC,Trophy Nissan,TX,75150,32.829838,-96.629967
2589,ELEC,Nissan of Midland,TX,79707,32.024113,-102.151567
2590,ELEC,Twin City Nissan,TX,77640,29.953433,-94.0071
2591,ELEC,Courtesy Nissan,TX,75080,32.97135,-96.719803
2592,ELEC,Gillman Nissan,TX,77471,29.534537,-95.772812
2593,ELEC,Round Rock Nissan,TX,78681,30.54205,-97.69265
2594,ELEC,Jim Bass Nissan,TX,76901,31.44646,-100.496244
2595,ELEC,Ancira Nissan,TX,78230,29.543147,-98.57544
2596,ELEC,Gunn Nissan,TX,78209,29.517253,-98.467365
2597,ELEC,Ingram Park Nissan,TX,78238,29.457047,-98.625324
2598,ELEC,World Car Nissan,TX,78233,29.556508,-98.34469
2599,ELEC,Nissan of San Marcos,TX,78666,30.4963137,-97.6809454
2600,ELEC,Nissan of Silsbee,TX,77656,30.314894,-94.18396
2601,ELEC,Sterling McCall Nissan,TX,77477,29.645808,-95.57612
2602,ELEC,Garlyn Shelton Nissan,TX,76502,31.079653,-97.410328
2603,ELEC,Peltier Nissan,TX,75701,32.31165413012184,-95.34249985662234
2604,ELEC,Victory Nissan,TX,77904,28.851423,-96.997881
2605,ELEC,Douglas Nissan,TX,76712,31.495348,-97.160226
2606,ELEC,Southwest Nissan,TX,76087,32.7561,-97.705239
2607,ELEC,Nissan of Wichita Falls,TX,76309,33.88049,-98.545953
2608,ELEC,Passport Nissan - Alexandria,VA,22304,38.809675,-77.122192
2609,ELEC,Priority Nissan - Chantilly,VA,20151,38.899751,-77.460168
2610,ELEC,Colonial Nissan,VA,22901,38.086121,-78.474663
2611,ELEC,Brown's Fairfax Nissan,VA,22030,38.85358,-77.324803
2612,ELEC,Pomoco Nissan - Hampton,VA,23666,37.042363,-76.388316
2613,ELEC,Sheehy Nissan - Manassas,VA,20110,38.760854,-77.459274
2614,ELEC,SCIENCE MUSEUM SCIENCE MUSEUM1,VA,23220,37.561646,-77.465974
2615,ELEC,First Team Nissan,VA,24019,37.345779,-79.962578
2616,ELEC,Brown's Dulles Nissan,VA,20166,39.010459,-77.438399
2617,ELEC,Priority Nissan,VA,22182,38.927033,-77.240836
2618,ELEC,Tri-State Nissan,VA,22602,39.156514,-78.147297
2619,ELEC,Rairdon's Nissan - Auburn,WA,98002,47.338754,-122.221114
2620,ELEC,Bellingham Nissan,WA,98229,48.755607,-122.454132
2621,ELEC,Advantage Nissan,WA,98312,47.562162,-122.684286
2622,ELEC,Burien Nissan,WA,98148,47.458466,-122.333257
2623,ELEC,Campbell-Nelson Nissan,WA,98026,47.778229,-122.344838
2624,ELEC,Campbell Nissan - Everett,WA,98204,47.90272981640562,-122.2469883724914
2625,ELEC,Olympia Nissan,WA,98502,47.031067,-122.930247
2626,ELEC,Bill Robertson Nissan,WA,99301,46.236607,-119.128998
2627,ELEC,Dan Wilder Nissan,WA,98362,48.102863,-123.342273
2628,ELEC,Bill Korum's Puyallup Nissan,WA,98371,47.207367,-122.294997
2629,ELEC,Younker Nissan,WA,98058,47.448354,-122.2188
2630,ELEC,Wendle Nissan,WA,99218,47.739021,-117.409937
2631,ELEC,Dave Smith Nissan - Spokane,WA,99212,47.657264,-117.312518
2632,ELEC,Tacoma Nissan,WA,98409,47.21978,-122.48576
2633,ELEC,Alan Webb Nissan,WA,98662,45.648094,-122.597954
2634,ELEC,O'Brien Nissan,WA,99362,46.047464,-118.353406
2635,ELEC,Mountain View Nissan,TN,37408,35.030251,-85.308376
2636,ELEC,Harold Mathews Nissan,TN,37043,36.513006,-87.268667
2637,ELEC,Cookeville Nissan,TN,38501,36.137109,-85.496453
2638,ELEC,Victory Nissan West,TN,37055,36.023934,-87.340223
2639,ELEC,Rick Hill Nissan,TN,38024,36.063277,-89.379485
2640,ELEC,Nissan of Cool Springs,TN,37067,35.957857,-86.80853
2641,ELEC,Newton Nissan of Gallatin,TN,37066,36.361376,-86.494932
2642,ELEC,Tri-Cities Nissan,TN,37601,36.374198,-82.372119
2643,ELEC,Wallace Nissan Oldsmobile,TN,37660,36.551978,-82.487762
2644,ELEC,Ted Russell Nissan,TN,37919,35.920587,-84.067881
2645,ELEC,Rusty Wallace Nissan,TN,37912,35.999617,-83.969451
2646,ELEC,Nissan of Rivergate,TN,37115,36.29062,-86.7051
2647,ELEC,Roberts Nissan,TN,37355,35.454702,-86.041805
2648,ELEC,Weakley County Motors,TN,38237,36.369277,-88.849653
2649,ELEC,AutoNation Nissan - Memphis,TN,38125,35.0353,-89.795859
2650,ELEC,Jim Keras Nissan,TN,38128,35.181031,-89.895533
2651,ELEC,East Tennessee Nissan,TN,37814,36.18226,-83.382387
2652,ELEC,Nissan of Murfreesboro,TN,37129,35.854156,-86.394979
2653,ELEC,Action Nissan,TN,37211,36.110606,-86.743585
2654,ELEC,Downtown Nashville Nissan,TN,37228,36.191053,-86.793132
2655,ELEC,Carr Nissan,OR,97005,45.491783,-122.81107
2656,ELEC,Lithia Nissan of Bend,OR,97701,44.055213,-121.277279
2657,ELEC,Kiefer Nissan,OR,97330,44.572608,-123.258425
2658,ELEC,Lithia Nissan of Eugene,OR,97401,44.05902085037804,-123.08139746322934
2659,ELEC,Dick Hannah Nissan,OR,97027,45.378967,-122.603899
2660,ELEC,Chuck Colvin Nissan,OR,97128,45.227394,-123.180863
2661,ELEC,Lithia Nissan,OR,97504,42.379969,-122.858192
2662,ELEC,Rustom Nissan - Portland,OR,97230,45.531759,-122.537403
2663,ELEC,Nissan of Salem,OR,97302,44.921582,-123.006236
2664,ELEC,Ray Schultens Nissan,OR,97058,45.613979,-121.20996
2665,ELEC,Tonkin Nissan,OR,97070,45.326814,-122.770853
2666,ELEC,Dick Smith Nissan,SC,29210,34.055164,-81.128164
2667,ELEC,Dick Smith Nissan,SC,29072,33.997902,-81.222504
2668,ELEC,Twin City Nissan,TN,37701,35.830725,-83.974822
2669,ELEC,Wolfchase Nissan,TN,38133,35.205818,-89.791337
2670,ELEC,Dutch Miller Nissan,TN,37620,36.54282,-82.2354
2671,ELEC,Nissan of Chattanooga East,TN,37421,35.056433,-85.190515
2672,ELEC,Benton Nissan - Hoover,AL,35216,33.394903,-86.807186
2673,ELEC,Matt Bowers Nissan Eastern Shore,AL,36526,30.660697,-87.858464
2674,ELEC,Lynn Layton Nissan,AL,35601,34.563857,-86.972193
2675,ELEC,Jack Ingram Motors,AL,36117,32.376832,-86.208559
2676,ELEC,Avondale Nissan,AZ,85323,33.459826,-112.284168
2677,ELEC,AutoNation Nissan - Chandler,AZ,85286,33.286316,-111.791107
2678,ELEC,Anderson Nissan,AZ,86404,34.54217,-114.35287
2679,ELEC,East Valley Nissan,AZ,85206,33.385361,-111.695062
2680,ELEC,Larry H Miller Nissan - Mesa,AZ,85201,33.434313,-111.872266
2681,ELEC,Peoria Nissan,AZ,85382,33.636921,-112.253682
2682,ELEC,ABC Nissan,AZ,85014,33.509862,-112.054162
2683,ELEC,Coulter Nissan,AZ,85388,33.605183,-112.420442
2684,ELEC,Midway Nissan,AZ,85023,33.639038,-112.108088
2685,ELEC,Pinnacle Nissan,AZ,85260,33.635224,-111.915739
2686,ELEC,AutoNation Nissan - Tempe,AZ,85284,33.346812,-111.967793
2687,ELEC,Jim Click Nissan,AZ,85705,32.289823,-110.985646
2688,ELEC,Thoroughbred Nissan,AZ,85711,32.207374,-110.881798
2689,ELEC,Antioch Nissan,CA,94509,38.007799,-121.832042
2690,ELEC,Nissan of Bakersfield,CA,93313,35.310723,-119.035324
2691,ELEC,Buena Park Nissan,CA,90621,33.865497,-117.995215
2692,ELEC,Carson Nissan,CA,90745,33.824968,-118.245675
2693,ELEC,Palm Springs Nissan,CA,92234,33.78414,-116.471
2694,ELEC,Cerritos Nissan,CA,90703,33.861544,-118.100471
2695,ELEC,Chico Nissan,CA,95926,39.756332,-121.843715
2696,ELEC,Puente Hills Nissan,CA,91748,33.997621,-117.928216
2697,ELEC,Lithia Nissan - Clovis,CA,93612,36.836818,-119.717629
2698,ELEC,Nissan of Serramonte,CA,94014,37.671267,-122.463541
2699,ELEC,Autocom Nissan - Concord,CA,94520,37.980192,-122.050128
2700,ELEC,Larry H Miller Nissan,CA,92882,33.88309,-117.615292
2701,ELEC,Orange Coast Nissan,CA,92626,33.675397,-117.918684
2702,ELEC,Hanlees Nissan,CA,95618,38.55252,-121.691555
2703,ELEC,Downey Nissan,CA,90241,33.9473,-118.151166
